product_type,product_subtype,price,material,brand,competitor_name,product_description,feature,original_site
Apparel,Bottoms,28.00,cotton,Napapijri,Napapijri Usa,"Showcasing versatile design, the Sol Short Sleeve T-Shirt displays the brand's signature blend of outdoor heritage and urban flair. This tee features a classic crew neck and relaxed fit, perfect for everyday adventures and casual outings. Made from soft cotton, it offers comfort and durability for those who live life on the move.",,https://napapijri.com
Apparel,Bottoms,28.00,cotton,Napapijri,Napapijri Usa,"Showcasing versatile design, the Sol Short Sleeve T-Shirt displays the brand's signature blend of outdoor heritage and urban flair. This tee features a classic crew neck and relaxed fit, perfect for everyday adventures and casual outings. Made from soft cotton, it offers comfort and durability for those who live life on the move.",,https://napapijri.com
Apparel,Bottoms,28.00,cotton,Napapijri,Napapijri Usa,"Showcasing versatile design, the Sol Short Sleeve T-Shirt displays the brand's signature blend of outdoor heritage and urban flair. This tee features a classic crew neck and relaxed fit, perfect for everyday adventures and casual outings. Made from soft cotton, it offers comfort and durability for those who live life on the move.",,https://napapijri.com
Apparel,Bottoms,28.00,cotton,Napapijri,Napapijri Usa,"Showcasing versatile design, the Sol Short Sleeve T-Shirt displays the brand's signature blend of outdoor heritage and urban flair. This tee features a classic crew neck and relaxed fit, perfect for everyday adventures and casual outings. Made from soft cotton, it offers comfort and durability for those who live life on the move.",,https://napapijri.com
Apparel,Bottoms,28.00,cotton,Napapijri,Napapijri Usa,"Showcasing versatile design, the Sol Short Sleeve T-Shirt displays the brand's signature blend of outdoor heritage and urban flair. This tee features a classic crew neck and relaxed fit, perfect for everyday adventures and casual outings. Made from soft cotton, it offers comfort and durability for those who live life on the move.",,https://napapijri.com
Apparel,Bottoms,32.00,cotton,Napapijri,Napapijri Usa,"Showcasing versatile design, the Sol Short Sleeve T-Shirt displays the brand's signature blend of outdoor heritage and urban flair. This tee features a classic crew neck and relaxed fit, perfect for everyday adventures and casual outings. Made from soft cotton, it offers comfort and durability for those who live life on the move.",,https://napapijri.com
Apparel,Bottoms,57.00,recycled,Napapijri,Napapijri Usa,"Made of durable recycled polyamide with slight stretch for comfort and ease of movement, the Sovana trousers feature an adjustable waist and hem drawcords with bold orange branding. They're finished with embroidered eyelets, an elasticated waist and the signature Napapijri Geographic patch.","recycled, stretch",https://napapijri.com
Apparel,Bottoms,47.50,recycled,Napapijri,Napapijri Usa,"Made of durable recycled polyamide with slight stretch for comfort and ease of movement, the Sovana trousers feature an adjustable waist and hem drawcords with bold orange branding. They're finished with embroidered eyelets, an elasticated waist and the signature Napapijri Geographic patch.","recycled, stretch",https://napapijri.com
Apparel,Bottoms,57.00,cotton,Napapijri,Napapijri Usa,"Showcasing Napapijri’s modern approach to adventure, the Spectrum Short Sleeve Polo displays the brand's signature blend of outdoor heritage and urban flair. This laid-back yet functional polo features a classic collar and an oversized fit, perfect for effortless style in any setting. The comfortable cotton construction delivers breathability and ease of movement for everyday wear – a reliable choice for those who value comfort and style.",breathability,https://napapijri.com
Apparel,Bottoms,57.00,cotton,Napapijri,Napapijri Usa,"Showcasing Napapijri’s modern approach to adventure, the Spectrum Short Sleeve Polo displays the brand's signature blend of outdoor heritage and urban flair. This laid-back yet functional polo features a classic collar and an oversized fit, perfect for effortless style in any setting. The comfortable cotton construction delivers breathability and ease of movement for everyday wear – a reliable choice for those who value comfort and style.",breathability,https://napapijri.com
Apparel,Bottoms,57.00,cotton,Napapijri,Napapijri Usa,"Showcasing Napapijri’s modern approach to adventure, the Spectrum Short Sleeve Polo displays the brand's signature blend of outdoor heritage and urban flair. This laid-back yet functional polo features a classic collar and an oversized fit, perfect for effortless style in any setting. The comfortable cotton construction delivers breathability and ease of movement for everyday wear – a reliable choice for those who value comfort and style.",breathability,https://napapijri.com
Apparel,Bottoms,62.50,cotton,Napapijri,Napapijri Usa,"Designed for life on the move, the Spejil Chino Trousers blend outdoor functionality with urban style. These trousers feature a loose fit, front pleats and practical side pockets for everyday versatility. Crafted from pure cotton, they combine functionality with a laid-back aesthetic for any casual setting, making them ideal for the modern adventurer.",,https://napapijri.com
Apparel,Bottoms,62.50,cotton,Napapijri,Napapijri Usa,"Designed for life on the move, the Spejil Chino Trousers blend outdoor functionality with urban style. These trousers feature a loose fit, front pleats and practical side pockets for everyday versatility. Crafted from pure cotton, they combine functionality with a laid-back aesthetic for any casual setting, making them ideal for the modern adventurer.",,https://napapijri.com
Apparel,Bottoms,62.50,cotton,Napapijri,Napapijri Usa,"Designed for life on the move, the Spejil Chino Trousers blend outdoor functionality with urban style. These trousers feature a loose fit, front pleats and practical side pockets for everyday versatility. Crafted from pure cotton, they combine functionality with a laid-back aesthetic for any casual setting, making them ideal for the modern adventurer.",,https://napapijri.com
Apparel,Bottoms,50.00,cotton,Napapijri,Napapijri Usa,"Made of 100% cotton with signature printed details, the Sumi Short Sleeve T-Shirt is a versatile addition to any casual wardrobe.",,https://napapijri.com
Apparel,Bottoms,50.00,cotton,Napapijri,Napapijri Usa,"Made of 100% cotton with signature printed details, the Sumi Short Sleeve T-Shirt is a versatile addition to any casual wardrobe.",,https://napapijri.com
Apparel,Top,50.00,cotton,Napapijri,Napapijri Usa,"Plain and simple in 100% cotton, the Suri long sleeve t-shirt features ribbed details along with small embroidery on the left chest.",,https://napapijri.com
Apparel,Top,50.00,cotton,Napapijri,Napapijri Usa,"Plain and simple in 100% cotton, the Suri long sleeve t-shirt features ribbed details along with small embroidery on the left chest.",,https://napapijri.com
Apparel,Top,50.00,cotton,Napapijri,Napapijri Usa,"Plain and simple in 100% cotton, the Suri long sleeve t-shirt features ribbed details along with small embroidery on the left chest.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Plain and simple in 100% cotton, the Suri short sleeve t-shirt features ribbed details along with small embroidery on the left chest.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Plain and simple in 100% cotton, the Suri short sleeve t-shirt features ribbed details along with small embroidery on the left chest.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Plain and simple in 100% cotton, the Suri short sleeve t-shirt features ribbed details along with small embroidery on the left chest.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Plain and simple in 100% cotton, the Suri short sleeve t-shirt features ribbed details along with small embroidery on the left chest.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Plain and simple in 100% cotton, the Suri short sleeve t-shirt features ribbed details along with small embroidery on the left chest.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Plain and simple in 100% cotton, the Suri short sleeve t-shirt features ribbed details along with small embroidery on the left chest.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Plain and simple in 100% cotton, the Suri short sleeve t-shirt features ribbed details along with small embroidery on the left chest.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Made of 100% cotton in a regular fit, the Suri short sleeve t-shirt for women features ribbed details along with small embroidery on the left chest.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Made of 100% cotton in a regular fit, the Suri short sleeve t-shirt for women features ribbed details along with small embroidery on the left chest.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Made of 100% cotton in a regular fit, the Suri short sleeve t-shirt for women features ribbed details along with small embroidery on the left chest.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Made of 100% cotton, the Suri Short Sleeve T-Shirt combines a classic silhouette with a comfortable fit. Engineered for everyday wear, it features a regular fit and signature printed graphics.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Made of 100% cotton, the Suri Short Sleeve T-Shirt combines a classic silhouette with a comfortable fit. Engineered for everyday wear, it features a regular fit and signature printed graphics.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Made of 100% cotton, the Suri Short Sleeve T-Shirt combines a classic silhouette with a comfortable fit. Engineered for everyday wear, it features a regular fit and signature printed graphics.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Made of 100% cotton, the Suri Short Sleeve T-Shirt combines a classic silhouette with a comfortable fit. Engineered for everyday wear, it features a regular fit and signature printed graphics.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Made of 100% cotton, the Suri Short Sleeve T-Shirt combines a classic silhouette with a comfortable fit. Engineered for everyday wear, it features a regular fit and signature printed graphics.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Made of 100% cotton, the Suri Short Sleeve T-Shirt combines a classic silhouette with a comfortable fit. Engineered for everyday wear, it features a regular fit and signature printed graphics.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Made of 100% cotton, the Suri Short Sleeve T-Shirt combines a classic silhouette with a comfortable fit. Engineered for everyday wear, it features a regular fit and signature printed graphics.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Made of 100% cotton, the Suri Short Sleeve T-Shirt combines a classic silhouette with a comfortable fit. Engineered for everyday wear, it features a regular fit and signature printed graphics.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Made of 100% cotton, the Suri Short Sleeve T-Shirt combines a classic silhouette with a comfortable fit. Engineered for everyday wear, it features a regular fit and signature printed graphics.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Made of 100% cotton, the Suri Short Sleeve T-Shirt combines a classic silhouette with a comfortable fit. Engineered for everyday wear, it features a regular fit and signature printed graphics.",,https://napapijri.com
Apparel,Bottoms,40.00,cotton,Napapijri,Napapijri Usa,"Made of 100% cotton, the Suri Short Sleeve T-Shirt combines a classic silhouette with a comfortable fit. Engineered for everyday wear, it features a regular fit and signature printed graphics.",,https://napapijri.com
Apparel,Midlayer,80.40,fleece,Napapijri,Napapijri Usa,"Designed for comfort, the Taralga full-zip fleece is a warm midlayer thanks to its soft microfleece composition. It's finished with side pockets and our signature Napapijri patch on the arm.",,https://napapijri.com
Apparel,Midlayer,86.40,fleece,Napapijri,Napapijri Usa,"Designed for comfort, the Taralga full-zip fleece hoodie is a warm midlayer thanks to its soft microfleece composition. It's finished with side pockets and our signature Napapijri patch on the arm.",hood,https://napapijri.com
Apparel,Jacket,147.00,nylon,Napapijri,Napapijri Usa,"Drawing on Napapijri’s outdoor DNA, the Terez Puffer Jacket is built for cold days, whether navigating the city or heading somewhere further out. Insulated with Thermo-Fibre™, it delivers reliable warmth through a zip-up front, adjustable hood, and a set of practical pockets that keep essentials close. The nylon shell keeps things light and durable, making it a solid go-to layer across seasons.","insulated, hood",https://napapijri.com
Apparel,Jacket,147.00,nylon,Napapijri,Napapijri Usa,"Drawing on Napapijri’s outdoor DNA, the Terez Puffer Jacket is built for cold days, whether navigating the city or heading somewhere further out. Insulated with Thermo-Fibre™, it delivers reliable warmth through a zip-up front, adjustable hood, and a set of practical pockets that keep essentials close. The nylon shell keeps things light and durable, making it a solid go-to layer across seasons.","insulated, hood",https://napapijri.com
Apparel,Top,85.00,cotton,Napapijri,Napapijri Usa,"Designed for everyday movement, the Terra Long Sleeve Oxford Cotton Shirt lands as a clean, relaxed shirt that moves easily between settings. Built from Oxford cotton, it offers a comfortable, breathable feel with enough structure to hold its shape wear after wear. A classic collar, button-through front, and buttoned cuffs keep the construction straightforward and built to last.",breathable,https://napapijri.com
Apparel,Top,68.00,cotton,Napapijri,Napapijri Usa,"Designed for everyday movement, the Terra Long Sleeve Oxford Cotton Shirt lands as a clean, relaxed shirt that moves easily between settings. Built from Oxford cotton, it offers a comfortable, breathable feel with enough structure to hold its shape wear after wear. A classic collar, button-through front, and buttoned cuffs keep the construction straightforward and built to last.",breathable,https://napapijri.com
Apparel,Top,68.00,cotton,Napapijri,Napapijri Usa,"Designed for everyday movement, the Terra Long Sleeve Oxford Cotton Shirt lands as a clean, relaxed shirt that moves easily between settings. Built from Oxford cotton, it offers a comfortable, breathable feel with enough structure to hold its shape wear after wear. A classic collar, button-through front, and buttoned cuffs keep the construction straightforward and built to last.",breathable,https://napapijri.com
Apparel,Top,85.00,"down, cotton",Napapijri,Napapijri Usa,"Designed for everyday movement, the Terra Long Sleeve Poplin Cotton Shirt has a clean, button-down silhouette built for everyday wear. Cut from lightweight poplin cotton, it moves easily from casual to smart-casual without missing a beat. A button-down collar and long-sleeve cut keep the shape structured, while the breathable cotton build ensures all-day comfort.","breathable, lightweight",https://napapijri.com
Apparel,Top,85.00,"down, cotton",Napapijri,Napapijri Usa,"Designed for everyday movement, the Terra Long Sleeve Poplin Cotton Shirt has a clean, button-down silhouette built for everyday wear. Cut from lightweight poplin cotton, it moves easily from casual to smart-casual without missing a beat. A button-down collar and long-sleeve cut keep the shape structured, while the breathable cotton build ensures all-day comfort.","breathable, lightweight",https://napapijri.com
Apparel,Top,68.00,"down, cotton",Napapijri,Napapijri Usa,"Designed for everyday movement, the Terra Long Sleeve Poplin Cotton Shirt has a clean, button-down silhouette built for everyday wear. Cut from lightweight poplin cotton, it moves easily from casual to smart-casual without missing a beat. A button-down collar and long-sleeve cut keep the shape structured, while the breathable cotton build ensures all-day comfort.","breathable, lightweight",https://napapijri.com
Apparel,Top,85.00,"down, cotton",Napapijri,Napapijri Usa,"Designed for everyday movement, the Terra Long Sleeve Poplin Cotton Shirt has a clean, button-down silhouette built for everyday wear. Cut from lightweight poplin cotton, it moves easily from casual to smart-casual without missing a beat. A button-down collar and long-sleeve cut keep the shape structured, while the breathable cotton build ensures all-day comfort.","breathable, lightweight",https://napapijri.com
Apparel,Top,68.00,"down, cotton",Napapijri,Napapijri Usa,"Designed for everyday movement, the Terra Long Sleeve Poplin Cotton Shirt has a clean, button-down silhouette built for everyday wear. Cut from lightweight poplin cotton, it moves easily from casual to smart-casual without missing a beat. A button-down collar and long-sleeve cut keep the shape structured, while the breathable cotton build ensures all-day comfort.","breathable, lightweight",https://napapijri.com
Apparel,Top,68.00,"down, cotton",Napapijri,Napapijri Usa,"Designed for everyday movement, the Terra Long Sleeve Poplin Cotton Shirt has a clean, button-down silhouette built for everyday wear. Cut from lightweight poplin cotton, it moves easily from casual to smart-casual without missing a beat. A button-down collar and long-sleeve cut keep the shape structured, while the breathable cotton build ensures all-day comfort.","breathable, lightweight",https://napapijri.com
Apparel,Midlayer,201.00,fleece,Napapijri,Napapijri Usa,"Inspired by outdoor expeditions, the Tires full-zip fleece hoodie provides the ultimate practicality thanks to a adjustable hood and two-way zip. It's finished with an adjustable hem for versatility and the iconic Bollo patch on the arm.","hood, adjustable hem",https://napapijri.com
Apparel,Midlayer,201.00,fleece,Napapijri,Napapijri Usa,"Inspired by outdoor expeditions, the Tires full-zip fleece hoodie provides the ultimate practicality thanks to a adjustable hood and two-way zip. It's finished with an adjustable hem for versatility and the iconic Bollo patch on the arm.","hood, adjustable hem",https://napapijri.com
Apparel,Jacket,97.50,,Napapijri,Napapijri Usa,"Lightly padded for extra warmth, the Tosa full-zip jacket is an ideal transitional outer layer for cooler weather. It has a progressive baffle design on the front body and hood, alongside the signature Napapijri Bollo patch on the left arm.",hood,https://napapijri.com
Apparel,Jacket,97.50,,Napapijri,Napapijri Usa,"Lightly padded for extra warmth, the Tosa full-zip jacket is an ideal transitional outer layer for cooler weather. It has a progressive baffle design on the front body and hood, alongside the signature Napapijri Bollo patch on the left arm.",hood,https://napapijri.com
Apparel,Jacket,97.50,,Napapijri,Napapijri Usa,"Lightly padded for extra warmth, the Tosa full-zip jacket is an ideal transitional outer layer for cooler weather. It has a progressive baffle design on the front body and hood, alongside the signature Napapijri Bollo patch on the left arm.",hood,https://napapijri.com
Footwear,Shoes,63.00,,Napapijri,Napapijri Usa,"Astra is an iconic women's sneaker, designed to offer comfort and everyday versatility. The upper is made of technical material and breathable mesh with the NAPA logo, complemented by a stabiliser on the heel and a microporous sole with a rubber tread.",breathable,https://napapijri.com
Footwear,Shoes,63.00,,Napapijri,Napapijri Usa,"Astra is an iconic women's sneaker, designed to offer comfort and everyday versatility. The upper is made of technical material and breathable mesh with the NAPA logo, complemented by a stabiliser on the heel and a microporous sole with a rubber tread.",breathable,https://napapijri.com
Footwear,Shoes,72.00,,Napapijri,Napapijri Usa,"Astra is an iconic women's sneaker, designed to offer comfort and everyday versatility. The upper is made of technical material and breathable mesh with the NAPA logo, complemented by a stabiliser on the heel and a microporous sole with a rubber tread.",breathable,https://napapijri.com
Footwear,Shoes,72.00,,Napapijri,Napapijri Usa,"Astra is an iconic women's sneaker, designed to offer comfort and everyday versatility. The upper is made of technical material and breathable mesh with the NAPA logo, complemented by a stabiliser on the heel and a microporous sole with a rubber tread.",breathable,https://napapijri.com
Footwear,Shoes,72.00,,Napapijri,Napapijri Usa,"Astra is an iconic women's sneaker, designed to offer comfort and everyday versatility. The upper is made of technical material and breathable mesh with the NAPA logo, complemented by a stabiliser on the heel and a microporous sole with a rubber tread.",breathable,https://napapijri.com
Footwear,Shoes,72.00,,Napapijri,Napapijri Usa,"Astra Mesh is an iconic women's sneaker, designed to offer comfort and everyday versatility. The upper is made of technical material and breathable mesh with the NAPA logo, complemented by a stabiliser on the heel and a microporous sole with a rubber tread.",breathable,https://napapijri.com
Footwear,Shoes,72.00,,Napapijri,Napapijri Usa,"Astra Mesh is an iconic women's sneaker, designed to offer comfort and everyday versatility. The upper is made of technical material and breathable mesh with the NAPA logo, complemented by a stabiliser on the heel and a microporous sole with a rubber tread.",breathable,https://napapijri.com
Footwear,Shoes,72.00,,Napapijri,Napapijri Usa,"Astra Mesh is an iconic women's sneaker, designed to offer comfort and everyday versatility. The upper is made of technical material and breathable mesh with the NAPA logo, complemented by a stabiliser on the heel and a microporous sole with a rubber tread.",breathable,https://napapijri.com
Footwear,Shoes,72.00,,Napapijri,Napapijri Usa,"Astra Mesh is an iconic women's sneaker, designed to offer comfort and everyday versatility. The upper is made of technical material and breathable mesh with the NAPA logo, complemented by a stabiliser on the heel and a microporous sole with a rubber tread.",breathable,https://napapijri.com
Footwear,Shoes,72.00,,Napapijri,Napapijri Usa,"Astra Mesh is an iconic women's sneaker, designed to offer comfort and everyday versatility. The upper is made of technical material and breathable mesh with the NAPA logo, complemented by a stabiliser on the heel and a microporous sole with a rubber tread.",breathable,https://napapijri.com
Footwear,Shoes,72.00,,Napapijri,Napapijri Usa,"Astra Mesh is an iconic women's sneaker, designed to offer comfort and everyday versatility. The upper is made of technical material and breathable mesh with the NAPA logo, complemented by a stabiliser on the heel and a microporous sole with a rubber tread.",breathable,https://napapijri.com
Footwear,Shoes,72.00,,Napapijri,Napapijri Usa,"Astra Syn is an iconic women's sneaker, designed to offer comfort and everyday versatility. The upper is made of technical material and breathable mesh with the NAPA logo, complemented by a stabiliser on the heel and a microporous sole with a rubber tread.",breathable,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Bark is a casual sneaker designed for everyday use, characterised by a simple and comfortable style. The lightweight sole with a rubber tread ensures comfort and good grip.",lightweight,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Bark is a casual sneaker designed for everyday use, characterised by a simple and comfortable style. The lightweight sole with a rubber tread ensures comfort and good grip.",lightweight,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Bark is a casual sneaker designed for everyday use, characterised by a simple and comfortable style. The lightweight sole with a rubber tread ensures comfort and good grip.",lightweight,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,Blaze is a casual running-inspired sneaker that combines a sleek design with everyday comfort. The lightweight microporous sole ensures a comfortable fit.,lightweight,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,Blaze is a casual running-inspired sneaker that combines a sleek design with everyday comfort. The lightweight microporous sole ensures a comfortable fit.,lightweight,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,Blaze is a casual running-inspired sneaker that combines a sleek design with everyday comfort. The lightweight microporous sole ensures a comfortable fit.,lightweight,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,Blaze is a casual running-inspired sneaker that combines a sleek design with everyday comfort. The lightweight microporous sole ensures a comfortable fit.,lightweight,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Cork is a casual sneaker inspired by running, made from suede and technical fabric. The stabiliser on the heel and lightweight microporous sole ensure stability and comfort.",lightweight,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Cork is a casual sneaker inspired by running, made from suede and technical fabric. The stabiliser on the heel and lightweight microporous sole ensure stability and comfort.",lightweight,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Cork is a casual sneaker inspired by running, made from suede and technical fabric. The stabiliser on the heel and lightweight microporous sole ensure stability and comfort.",lightweight,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Cork is a casual sneaker inspired by running, made from suede and technical fabric. The stabiliser on the heel and lightweight microporous sole ensure stability and comfort.",lightweight,https://napapijri.com
Footwear,Shoes,72.00,cotton,Napapijri,Napapijri Usa,"Cosmos Cotton 1 is a vintage running-inspired sneaker, characterised by a streamlined design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure everyday comfort.",lightweight,https://napapijri.com
Footwear,Shoes,72.00,cotton,Napapijri,Napapijri Usa,"Cosmos Cotton 1 is a vintage running-inspired sneaker, characterised by a streamlined design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure everyday comfort.",lightweight,https://napapijri.com
Footwear,Shoes,72.00,cotton,Napapijri,Napapijri Usa,"Cosmos Cotton 1 is a vintage running-inspired sneaker, characterised by a streamlined design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure everyday comfort.",lightweight,https://napapijri.com
Footwear,Shoes,72.00,cotton,Napapijri,Napapijri Usa,"Cosmos Cotton 1 is a vintage running-inspired sneaker, characterised by a streamlined design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure everyday comfort.",lightweight,https://napapijri.com
Footwear,Shoes,76.00,,Napapijri,Napapijri Usa,"Cosmos Nyp is a vintage running-inspired sneaker, characterised by a linear design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure daily comfort.",lightweight,https://napapijri.com
Footwear,Shoes,90.00,,Napapijri,Napapijri Usa,"Cosmos is a vintage-inspired running sneaker, characterised by a streamlined design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure daily comfort.",lightweight,https://napapijri.com
Footwear,Shoes,90.00,,Napapijri,Napapijri Usa,"Cosmos is a vintage-inspired running sneaker, characterised by a streamlined design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure daily comfort.",lightweight,https://napapijri.com
Footwear,Shoes,72.00,,Napapijri,Napapijri Usa,"Cosmos is a vintage-inspired running sneaker, characterised by a streamlined design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure daily comfort.",lightweight,https://napapijri.com
Footwear,Shoes,90.00,,Napapijri,Napapijri Usa,"Cosmos is a vintage-inspired running sneaker, characterised by a streamlined design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure daily comfort.",lightweight,https://napapijri.com
Footwear,Shoes,76.00,,Napapijri,Napapijri Usa,"Cosmos Nyp is a vintage running-inspired sneaker, characterised by a linear design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure daily comfort.",lightweight,https://napapijri.com
Footwear,Shoes,90.00,,Napapijri,Napapijri Usa,"Cosmos is a vintage-inspired running sneaker, characterised by a streamlined design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure daily comfort.",lightweight,https://napapijri.com
Footwear,Shoes,72.00,,Napapijri,Napapijri Usa,"Cosmos is a vintage-inspired running sneaker, characterised by a streamlined design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure daily comfort.",lightweight,https://napapijri.com
Footwear,Shoes,76.00,,Napapijri,Napapijri Usa,"Cosmos Nyp is a vintage running-inspired sneaker, characterised by a linear design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure daily comfort.",lightweight,https://napapijri.com
Footwear,Shoes,72.00,,Napapijri,Napapijri Usa,"Cosmos is a vintage-inspired running sneaker, characterised by a streamlined design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure daily comfort.",lightweight,https://napapijri.com
Footwear,Shoes,72.00,,Napapijri,Napapijri Usa,"Cosmos is a vintage-inspired running sneaker, characterised by a streamlined design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure daily comfort.",lightweight,https://napapijri.com
Footwear,Shoes,76.00,,Napapijri,Napapijri Usa,"Cosmos Nyp is a vintage running-inspired sneaker, characterised by a linear design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure daily comfort.",lightweight,https://napapijri.com
Footwear,Shoes,72.00,,Napapijri,Napapijri Usa,"Cosmos Syn is a vintage-inspired running sneaker, characterised by a streamlined design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure everyday comfort.",lightweight,https://napapijri.com
Footwear,Shoes,72.00,,Napapijri,Napapijri Usa,"Cosmos Syn is a vintage-inspired running sneaker, characterised by a streamlined design and refined colour combinations. The contrasting details and the iconic side logo define its style, while the stabiliser and lightweight microporous sole ensure everyday comfort.",lightweight,https://napapijri.com
Footwear,Shoes,92.00,,Napapijri,Napapijri Usa,"Delta is an outdoor-inspired sneaker that combines comfort, stability, and lightness. Ideal for both urban and outdoor use, it features a structured sole with a rubber tread for durability and grip.",,https://napapijri.com
Footwear,Shoes,92.00,,Napapijri,Napapijri Usa,"Delta is an outdoor-inspired sneaker that combines comfort, stability, and lightness. Ideal for both urban and outdoor use, it features a structured sole with a rubber tread for durability and grip.",,https://napapijri.com
Footwear,Shoes,92.00,,Napapijri,Napapijri Usa,"Delta is an outdoor-inspired sneaker that combines comfort, stability, and lightness. Ideal for both urban and outdoor use, it features a structured sole with a rubber tread for durability and grip.",,https://napapijri.com
Footwear,Shoes,92.00,,Napapijri,Napapijri Usa,"Delta is an outdoor-inspired sneaker that combines comfort, stability, and lightness. Ideal for both urban and outdoor use, it features a structured sole with a rubber tread for durability and grip.",,https://napapijri.com
Footwear,Shoes,92.00,nylon,Napapijri,Napapijri Usa,"Nova is a vintage-inspired running sneaker featuring the iconic rubber Napapijri patch on the side. Made from suede and breathable nylon, it has a lightweight microporous sole with a rubber tread.","breathable, lightweight",https://napapijri.com
Footwear,Shoes,92.00,nylon,Napapijri,Napapijri Usa,"Nova is a vintage-inspired running sneaker featuring the iconic rubber Napapijri patch on the side. Made from suede and breathable nylon, it has a lightweight microporous sole with a rubber tread.","breathable, lightweight",https://napapijri.com
Footwear,Shoes,92.00,nylon,Napapijri,Napapijri Usa,"Nova is a vintage-inspired running sneaker featuring the iconic rubber Napapijri patch on the side. Made from suede and breathable nylon, it has a lightweight microporous sole with a rubber tread.","breathable, lightweight",https://napapijri.com
