source,market,keyword,signal_name,signal_type,product_name,brand,price,rank,url,observed_at
google_trends_JP_seasonal_fallback_mock,JP,approach shoes,Search velocity for 'approach shoes' (mock),search,N/A,N/A,N/A,24,https://trends.google.com/trends/explore,2026-06-19T13:11:09Z
google_trends_JP_seasonal_fallback_mock,JP,double everyday,Search velocity for 'double everyday' (mock),search,N/A,N/A,N/A,9,https://trends.google.com/trends/explore,2026-06-19T13:11:09Z
google_trends_JP_seasonal_fallback_mock,JP,darkside,Search velocity for 'darkside' (mock),search,N/A,N/A,N/A,20,https://trends.google.com/trends/explore,2026-06-19T13:11:09Z
google_trends_JP_seasonal_fallback_mock,JP,darkside gorpcore,Search velocity for 'darkside gorpcore' (mock),search,N/A,N/A,N/A,14,https://trends.google.com/trends/explore,2026-06-19T13:11:09Z
google_trends_global_momentum_fallback_mock,global,streetcube,Search velocity for 'streetcube' (mock),search,N/A,N/A,N/A,-3,https://trends.google.com/trends/explore,2026-06-19T13:11:10Z
google_trends_global_momentum_fallback_mock,global,streetcube gorpcore,Search velocity for 'streetcube gorpcore' (mock),search,N/A,N/A,N/A,18,https://trends.google.com/trends/explore,2026-06-19T13:11:10Z
google_trends_global_momentum_fallback_mock,global,gorpcore outdoor,Search velocity for 'gorpcore outdoor' (mock),search,N/A,N/A,N/A,3,https://trends.google.com/trends/explore,2026-06-19T13:11:10Z
google_trends_global_momentum_fallback_mock,global,hottest,Search velocity for 'hottest' (mock),search,N/A,N/A,N/A,15,https://trends.google.com/trends/explore,2026-06-19T13:11:10Z
google_trends_CH_momentum_fallback_mock,CH,streetcube,Search velocity for 'streetcube' (mock),search,N/A,N/A,N/A,11,https://trends.google.com/trends/explore,2026-06-19T13:11:11Z
google_trends_CH_momentum_fallback_mock,CH,streetcube gorpcore,Search velocity for 'streetcube gorpcore' (mock),search,N/A,N/A,N/A,-3,https://trends.google.com/trends/explore,2026-06-19T13:11:11Z
google_trends_CH_momentum_fallback_mock,CH,gorpcore outdoor,Search velocity for 'gorpcore outdoor' (mock),search,N/A,N/A,N/A,18,https://trends.google.com/trends/explore,2026-06-19T13:11:11Z
google_trends_CH_momentum_fallback_mock,CH,hottest,Search velocity for 'hottest' (mock),search,N/A,N/A,N/A,-5,https://trends.google.com/trends/explore,2026-06-19T13:11:11Z
google_trends_US_momentum_fallback_mock,US,streetcube,Search velocity for 'streetcube' (mock),search,N/A,N/A,N/A,-4,https://trends.google.com/trends/explore,2026-06-19T13:11:11Z
google_trends_US_momentum_fallback_mock,US,streetcube gorpcore,Search velocity for 'streetcube gorpcore' (mock),search,N/A,N/A,N/A,17,https://trends.google.com/trends/explore,2026-06-19T13:11:11Z
google_trends_US_momentum_fallback_mock,US,gorpcore outdoor,Search velocity for 'gorpcore outdoor' (mock),search,N/A,N/A,N/A,20,https://trends.google.com/trends/explore,2026-06-19T13:11:11Z
google_trends_US_momentum_fallback_mock,US,hottest,Search velocity for 'hottest' (mock),search,N/A,N/A,N/A,7,https://trends.google.com/trends/explore,2026-06-19T13:11:11Z
google_trends_JP_momentum_fallback_mock,JP,streetcube,Search velocity for 'streetcube' (mock),search,N/A,N/A,N/A,8,https://trends.google.com/trends/explore,2026-06-19T13:11:12Z
google_trends_JP_momentum_fallback_mock,JP,streetcube gorpcore,Search velocity for 'streetcube gorpcore' (mock),search,N/A,N/A,N/A,24,https://trends.google.com/trends/explore,2026-06-19T13:11:12Z
google_trends_JP_momentum_fallback_mock,JP,gorpcore outdoor,Search velocity for 'gorpcore outdoor' (mock),search,N/A,N/A,N/A,12,https://trends.google.com/trends/explore,2026-06-19T13:11:12Z
google_trends_JP_momentum_fallback_mock,JP,hottest,Search velocity for 'hottest' (mock),search,N/A,N/A,N/A,2,https://trends.google.com/trends/explore,2026-06-19T13:11:12Z
google_trends_global_seasonal_fallback_mock,global,streetcube,Search velocity for 'streetcube' (mock),search,N/A,N/A,N/A,6,https://trends.google.com/trends/explore,2026-06-19T13:11:13Z
google_trends_global_seasonal_fallback_mock,global,streetcube gorpcore,Search velocity for 'streetcube gorpcore' (mock),search,N/A,N/A,N/A,-3,https://trends.google.com/trends/explore,2026-06-19T13:11:13Z
google_trends_global_seasonal_fallback_mock,global,gorpcore outdoor,Search velocity for 'gorpcore outdoor' (mock),search,N/A,N/A,N/A,-2,https://trends.google.com/trends/explore,2026-06-19T13:11:13Z
google_trends_global_seasonal_fallback_mock,global,hottest,Search velocity for 'hottest' (mock),search,N/A,N/A,N/A,5,https://trends.google.com/trends/explore,2026-06-19T13:11:13Z
google_trends_CH_seasonal_fallback_mock,CH,streetcube,Search velocity for 'streetcube' (mock),search,N/A,N/A,N/A,-1,https://trends.google.com/trends/explore,2026-06-19T13:11:14Z
google_trends_CH_seasonal_fallback_mock,CH,streetcube gorpcore,Search velocity for 'streetcube gorpcore' (mock),search,N/A,N/A,N/A,25,https://trends.google.com/trends/explore,2026-06-19T13:11:14Z
google_trends_CH_seasonal_fallback_mock,CH,gorpcore outdoor,Search velocity for 'gorpcore outdoor' (mock),search,N/A,N/A,N/A,9,https://trends.google.com/trends/explore,2026-06-19T13:11:14Z
google_trends_CH_seasonal_fallback_mock,CH,hottest,Search velocity for 'hottest' (mock),search,N/A,N/A,N/A,18,https://trends.google.com/trends/explore,2026-06-19T13:11:14Z
google_trends_US_seasonal_fallback_mock,US,streetcube,Search velocity for 'streetcube' (mock),search,N/A,N/A,N/A,1,https://trends.google.com/trends/explore,2026-06-19T13:11:14Z
google_trends_US_seasonal_fallback_mock,US,streetcube gorpcore,Search velocity for 'streetcube gorpcore' (mock),search,N/A,N/A,N/A,3,https://trends.google.com/trends/explore,2026-06-19T13:11:14Z
google_trends_US_seasonal_fallback_mock,US,gorpcore outdoor,Search velocity for 'gorpcore outdoor' (mock),search,N/A,N/A,N/A,25,https://trends.google.com/trends/explore,2026-06-19T13:11:14Z
google_trends_US_seasonal_fallback_mock,US,hottest,Search velocity for 'hottest' (mock),search,N/A,N/A,N/A,3,https://trends.google.com/trends/explore,2026-06-19T13:11:14Z
google_trends_JP_seasonal_fallback_mock,JP,streetcube,Search velocity for 'streetcube' (mock),search,N/A,N/A,N/A,-5,https://trends.google.com/trends/explore,2026-06-19T13:11:15Z
google_trends_JP_seasonal_fallback_mock,JP,streetcube gorpcore,Search velocity for 'streetcube gorpcore' (mock),search,N/A,N/A,N/A,17,https://trends.google.com/trends/explore,2026-06-19T13:11:15Z
google_trends_JP_seasonal_fallback_mock,JP,gorpcore outdoor,Search velocity for 'gorpcore outdoor' (mock),search,N/A,N/A,N/A,13,https://trends.google.com/trends/explore,2026-06-19T13:11:15Z
google_trends_JP_seasonal_fallback_mock,JP,hottest,Search velocity for 'hottest' (mock),search,N/A,N/A,N/A,18,https://trends.google.com/trends/explore,2026-06-19T13:11:15Z
